Internal Name, Readable Name,String
npc_dota_hero_lone_druid,Lone Druid,<hc>德鲁伊</hc>的熊灵必须在德鲁伊附近才能攻击，不过拥有了<ic>辉耀</ic>、<ic>雷神之锤</ic>或<ic>阿哈利姆神杖</ic>后熊灵即使远离德鲁伊也具有战斗能力。
npc_dota_hero_lone_druid,Lone Druid,<hc>德鲁伊</hc>可以在熊灵死亡后重新召唤熊灵，但是英雄阵亡时熊灵也会死亡。
npc_dota_hero_lone_druid,Lone Druid,<hc>德鲁伊</hc>通常利用熊灵作为与敌人之间的缓冲，但<hc>德鲁伊</hc>一旦被近身，将很难逃生。
npc_dota_hero_chaos_knight,Chaos Knight,<hc>混沌骑士</hc>可以瞬间接近敌人，并造成眩晕，但在<ac>混沌之军</ac>冷却时有可能输出不足。
npc_dota_hero_chaos_knight,Chaos Knight,<hc>混沌骑士</hc>的大招<ac>混沌之军</ac>产生的幻象非常特别，因为他们造成的伤害与本体相同，所以具有力量加成的物品都相当有用。
npc_dota_hero_chaos_knight,Chaos Knight,<hc>混沌骑士</hc>非常克制单体爆发类英雄，因为他的技能和大量幻象可以轻松将他们碾压。
npc_dota_hero_chaos_knight,Chaos Knight,<ic>白银之锋</ic>可以帮助<hc>混沌骑士</hc>出其不意地接近敌人，而且提供了不俗的属性和攻击力加成。
npc_dota_hero_meepo,Meepo,<hc>米波</hc>每升一级<ac>分则能成</ac>都会产生一只可以独立控制的克隆体。只要任何一只<hc>米波</hc>死亡，所有米波都将阵亡。
npc_dota_hero_meepo,Meepo,<hc>米波</hc>的技能单独来看很弱，但是控制的所有<hc>米波</hc>相互配合可以使威力成倍增加。
npc_dota_hero_meepo,Meepo,每只<hc>米波</hc>都能使用<ac>忽悠</ac>传送到其他米波处，他们可以借此组队。
npc_dota_hero_meepo,Meepo,<hc>米波</hc>本体拥有正常的物品栏，而<hc>米波</hc>克隆体只有鞋类物品，并且继承本体的所有属性。
npc_dota_hero_treant,Treant Protector,<hc>树精卫士</hc>的<ac>自然蔽护</ac>可以使他在靠近树木时隐身。利用这点可以侦查敌人、发动先手或脱离险境。
npc_dota_hero_treant,Treant Protector,<hc>树精卫士</hc>的范围型治疗技能<ac>寄生种子</ac>和全地图的格挡和恢复技能<ac>活体护甲</ac>使队友的生存能力大幅提升。
npc_dota_hero_treant,Treant Protector,<hc>树精卫士</hc>的输出很低，但他抓人和团战时给力的控制也算是弥补了这点。
npc_dota_hero_treant,Treant Protector,<hc>树精卫士</hc>的<ac>活体护甲</ac>可以保护己方防御塔，并持续治疗，减慢敌人推塔的速度。
npc_dota_hero_treant,Treant Protector,有了<ic>阿哈利姆神杖</ic>后<hc>树精卫士</hc>获得<ac>丛林之眼</ac>，可以对树木灌注魔力，为他提供该地点的顺畅视野。
npc_dota_hero_ogre_magi,Ogre Magi,<hc>食人魔魔法师</hc>的<ac>嗜血术</ac>可以提升友军的移动和攻击速度，使他们打钱速度加快，团战中更是如虎添翼。
npc_dota_hero_ogre_magi,Ogre Magi,<hc>食人魔魔法师</hc>的大招<ac>多重施法</ac>使他有机会多次施放基础技能，有时可以对敌人产生毁灭性的打击。
npc_dota_hero_ogre_magi,Ogre Magi,<hc>食人魔魔法师</hc>在前期相当难击杀，因为他的血量、基础护甲和生命恢复都相当高。
npc_dota_hero_ogre_magi,Ogre Magi,很难想到<hc>食人魔魔法师</hc>的智力成长低于平均水平，而他又很依赖技能和魔法。
npc_dota_hero_undying,Undying,<hc>不朽尸王</hc>在团战中很难击杀，他的技能可以不断治疗他的队友，和他自己。
npc_dota_hero_undying,Undying,<hc>不朽尸王</hc>使用<ac>腐朽</ac>后敌人的力量会转移到自己身上，这是前期非常霸道的技能。
npc_dota_hero_undying,Undying,<hc>不朽尸王</hc>最钟爱混战，因为他的<ac>墓碑</ac>只要保护得当，僵尸大军就能碾压敌人。
npc_dota_hero_undying,Undying,<hc>不朽尸王</hc>的强势在于团战和对线期，但比赛进入观望状态或分路带线时他很快就会感到力不从心。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>可以好好利用<ac>技能窃取</ac>获得的技能，所以在应对团战型大招时具有奇效。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>的有点之一是他完成施法无需技能动作，所以他可以瞬间完成先手或反击。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>的<ac>技能窃取</ac>偷取的是敌人最后施放的技能。所以<hc>拉比克</hc>需要把握好窃取的时机，否则可能会偷到一个较弱的不同技能。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>非常脆弱，不过他可以利用队友和窃取的技能增加控制敌人的时间，弥补这样的缺点。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>的<ac>失效力场</ac>可以开关，进攻形态可以降低敌人的魔法抗性，防守形态可以提升友军的魔法抗性。
npc_dota_hero_disruptor,Disruptor,<hc>干扰者</hc>的远距离技能<ac>恶念瞥视</ac>非常擅于抓住拥有逃生技能的英雄。
npc_dota_hero_disruptor,Disruptor,<hc>干扰者</hc>缺少硬控，不过同时使用<ac>动能力场</ac>和大招<ac>静态风暴</ac>可以把敌人困住敌人，并造成伤害和沉默。
npc_dota_hero_disruptor,Disruptor,若<hc>干扰者</hc>能做出<ic>阿哈利姆神杖</ic>，他的<ac>静态风暴</ac>还将使敌人无法使用物品。
npc_dota_hero_disruptor,Disruptor,<hc>干扰者</hc>的技能非常强大，但很难保护自己，尤其是敌人有了<ic>黑皇杖</ic>。
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>司夜刺客</hc>集伤害和控制技能于一身，他在抓人和团战方面非常强大。
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>司夜刺客</hc>可以在被攻击时开启<ac>尖刺外壳</ac>，确保敌人被眩晕，再接上原本较难命中的<ac>穿刺</ac>。
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>司夜刺客</hc>的<ac>复仇</ac>提供隐身状态，方便他搜寻敌人。破隐攻击将造成额外伤害，并且马上接<ac>穿刺</ac>还能眩晕敌人。
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>司夜刺客</hc>非常针对法师，<ac>尖刺外壳</ac>可以反弹伤害，然后轻松地将他们击杀。
npc_dota_hero_naga_siren,Naga Siren,<hc>娜迦海妖</hc>属于幻象系英雄，拥有非常实用的控制技能，后期可以变成控场类核心。
npc_dota_hero_naga_siren,Naga Siren,<hc>娜迦海妖</hc>最有名的就是她的大招<ac>海妖之歌</ac>，使敌人陷入无敌的睡眠中，她就能从从容撤退，或与队友完成技能的连招。
npc_dota_hero_naga_siren,Naga Siren,<hc>娜迦海妖</hc>被抓时只要放出<ac>海妖之歌</ac>就能从容逃脱，所以一定要充分利用沉默和眩晕技能阻止她放出技能。
npc_dota_hero_naga_siren,Naga Siren,<hc>娜迦海妖</hc>非常适合<ic>洞察烟斗</ic>和<ic>魂之灵瓮</ic>等团队装。
npc_dota_hero_keeper_of_the_light,Keeper of the Light,<hc>光之守卫</hc>可以使用<ac>冲击波</ac>对敌方小兵造成高额伤害，因此他很善于推线，也精于防守。
npc_dota_hero_keeper_of_the_light,Keeper of the Light,<hc>光之守卫</hc>一旦被抓就会送命，因为他的控制技能很弱，并且缺乏逃生技能。
npc_dota_hero_keeper_of_the_light,Keeper of the Light,<hc>光之守卫</hc>依赖远距离的<ac>冲击波</ac>和细致的走位，弥补较长的施法时间和较低的血量。
npc_dota_hero_keeper_of_the_light,Keeper of the Light,<hc>光之守卫</hc>使用大招后可以暂时获得两个技能，其中召回可以将全地图中处于任意地点的友方英雄召回至他身边。
npc_dota_hero_wisp,Io,<hc>艾欧</hc>的<ac>羁绊</ac>可以使自身与一个队友连接，队友可以享受其他技能的加成效果，并且<hc>艾欧</hc>本身的治疗和恢复效果在队友身上加倍生效。
npc_dota_hero_wisp,Io,<hc>艾欧</hc>的<ac>降临</ac>在持续施法后可以将自身和队友带到地图任意地点，不论是逃离险境或是发动突袭。<hc>艾欧</hc>自身经过一段时间后将会返回至出发地点。
npc_dota_hero_wisp,Io,<hc>艾欧</hc>必须要小心自己的走位，帮助队友的同时自己不会身处危险。<hc>艾欧</hc>的<ac>羁绊</ac>连接的队友击杀难度大大增加。
npc_dota_hero_wisp,Io,<hc>艾欧</hc>的<ac>降临</ac>必须经过持续施法才能带走队友，施法完成前<hc>艾欧</hc>被眩晕将导致<ac>降临</ac>被打断，两个英雄都可能会有性命之虞。
npc_dota_hero_visage,Visage,<hc>维萨吉</hc>在前期不强，但是有了大招<ac>召唤佣兽</ac>后战斗力大幅提升。佣兽可以帮助他推线、打野而且团战作用也很大。
npc_dota_hero_visage,Visage,<hc>维萨吉</hc>本身不强，但是拥有控制技能的佣兽使他在团战中能发挥不小的作用。
npc_dota_hero_visage,Visage,<hc>维萨吉</hc>可以短时间内通过自身和佣兽造成大量物理伤害，所以有需要时会购买<ic>炎阳纹章</ic>提升输出效果。
npc_dota_hero_visage,Visage,<ic>阿哈利姆神杖</ic>是<hc>维萨吉</hc>的常见出装，可以使他额外召唤一只佣兽。
npc_dota_hero_slark,Slark,<hc>斯拉克</hc>非常适合抓带晕技的英雄，因为<ac>突袭</ac>抓住英雄后马上使用<ac>黑暗契约</ac>可以解除敌人应对而来的眩晕技能效果。
npc_dota_hero_slark,Slark,长时间与<hc>斯拉克</hc>交战非常危险，因为他每次攻击都能窃取属性，提升自己的攻击速度、攻击力和护甲。
npc_dota_hero_slark,Slark,<hc>斯拉克</hc>非常难击杀的原因是技能衔接不到位时<ac>黑暗契约</ac>可以帮助他解除负面效果，而<ac>暗影之舞</ac>使他数秒内不会成为攻击的目标，而且还有回复效果。
npc_dota_hero_slark,Slark,由于<hc>斯拉克</hc>非常依赖技能，在他用出<ac>黑暗契约</ac>前将他控制能保证击杀。
npc_dota_hero_medusa,Medusa,<hc>美杜莎</hc>可以同时对多个敌人造成可观的伤害，但她对单个英雄的伤害并不是很高。
npc_dota_hero_medusa,Medusa,<hc>美杜莎</hc>的击杀难度较大，因为她的<ac>魔法盾</ac>可以抵挡相当多的伤害。但是，如果使用技能或物品抽干她的魔法，她的存活能力大大下降。
npc_dota_hero_medusa,Medusa,<hc>美杜莎</hc>需要大量金钱和物品支撑才能成型，不过她的<ac>石化凝视</ac>让她整场的团战能力都不容小觑。
npc_dota_hero_medusa,Medusa,<hc>美杜莎</hc>购买<ic>斯嘉蒂之眼</ic>能获得很大的提升，因为全属性大幅提升增加了她的存活能力，而减速效果可以被<ac>分裂箭</ac>继承。
npc_dota_hero_troll_warlord,Troll Warlord,<hc>巨魔战将</hc>的攻击速度非常夸张，近战形态还能击晕敌人，如果缺少控制技能就很难针对他。
npc_dota_hero_troll_warlord,Troll Warlord,<hc>巨魔战将</hc>围绕属性、吸血和移速来购买装备，方便他在团战中追击敌人和走位。
npc_dota_hero_troll_warlord,Troll Warlord,<hc>巨魔战将</hc>能击败大多数物理伤害型英雄，因为他的<ac>旋风飞斧</ac>可以使攻击落空。
npc_dota_hero_troll_warlord,Troll Warlord,<hc>巨魔战将</hc>可以提升全队的攻击速度，团战获胜后拆掉防御塔和兵营的速度大大加快。
npc_dota_hero_centaur,Centaur Warrunner,<hc>半人马战行者</hc>非常适合做团战的先手，<ac>奔袭冲撞</ac>可以帮助队友冲进敌阵，而<ic>闪烁匕首</ic>可以出其不意地发起进攻。
npc_dota_hero_centaur,Centaur Warrunner,<hc>半人马战行者</hc>的<ac>双刃剑</ac>可以快速清兵，也能重创扎堆的英雄。
npc_dota_hero_centaur,Centaur Warrunner,<hc>半人马战行者</hc>的<ac>马蹄践踏</ac>最好能眩晕多名英雄，方便队友跟上技能。
npc_dota_hero_centaur,Centaur Warrunner,<hc>半人马战行者</hc>非常适合危险的劣势路，因为他的<ac>反击</ac>能回击线上的骚扰，而线上太危险时又能靠这个技能打野。
npc_dota_hero_magnataur,Magnus,<hc>马格纳斯</hc>的大招<ac>两极反转</ac>能使敌方英雄聚集并且造成眩晕。<hc>马格纳斯</hc>若能大中5名英雄，他就能和队友轻松团灭敌人。
npc_dota_hero_magnataur,Magnus,<hc>马格纳斯</hc>一般会购买<ic>闪烁匕首</ic>，因为这能帮助他瞬间抓住敌人的走位失误。
npc_dota_hero_magnataur,Magnus,<hc>马格纳斯</hc>的<ac>授予力量</ac>可以使友方近战英雄攻击时附带分裂伤害，提高打钱效率，并且<ac>两极反转</ac>后输出也能提升。
npc_dota_hero_magnataur,Magnus,<hc>马格纳斯</hc>可以使用<ac>巨角冲撞</ac>脱离险境，也能将敌人顶回来击杀。
npc_dota_hero_shredder,Timbersaw,<hc>伐木机</hc>造成的都是纯粹伤害，但施放时需要魔法和个人技巧。
npc_dota_hero_shredder,Timbersaw,<hc>伐木机</hc>使用<ac>伐木锯链</ac>在团战中快速移动，找准位置施放技能。
npc_dota_hero_shredder,Timbersaw,<hc>伐木机</hc>受到物理攻击时他的护甲和生命恢复都会提升，所以很难通过物理攻击将他击杀。
npc_dota_hero_shredder,Timbersaw,<hc>伐木机</hc>非常克制力量型英雄，因为<ac>死亡旋风</ac>会暂时降低主属性，力量提供的生命值也随之减少。
npc_dota_hero_bristleback,Bristleback,<hc>钢背兽</hc>在背朝敌人时受到的伤害减少，并且累计受到一定的伤害将释放刺针。
npc_dota_hero_bristleback,Bristleback,<hc>钢背兽</hc>依赖提升存活能力的物品，如<ic>赤红甲</ic>或<ic>洞察烟斗</ic>。
npc_dota_hero_bristleback,Bristleback,<hc>钢背兽</hc>很乐意被敌人集火，因为他所受的伤害相比他队友会低很多。
npc_dota_hero_bristleback,Bristleback,<hc>钢背兽</hc>在战斗中存活越久，造成的伤害越高，因为<ac>刺针扫射</ac>经过叠加后伤害很高，而<ac>战意</ac>提供了攻击力加成。
npc_dota_hero_tusk,Tusk,<hc>巨牙海民</hc>的追击能力非常突出，他的<ac>寒冰碎片</ac>可以封住敌人的去路，而<ac>雪球</ac>可以让他和队友追上敌人。
npc_dota_hero_tusk,Tusk,<hc>巨牙海民</hc>可以利用<ac>雪球</ac>让自己和队友获得数秒的无敌时间，当然在他施放<ac>雪球</ac>时队友需要在<hc>巨牙海民</hc>附近。
npc_dota_hero_tusk,Tusk,<hc>巨牙海民</hc>可以使用<ac>冰封魔印</ac>侦查敌人的动向，或在战斗中降低敌人的攻击和移动速度。
npc_dota_hero_tusk,Tusk,<hc>巨牙海民</hc>在开打后会封住敌人的去路，并先手眩晕和伤害他们。
npc_dota_hero_skywrath_mage,Skywrath Mage,<hc>天怒法师</hc>非常脆弱，但他的魔法爆发能力十分突出，跟队友往往能形成良好的配合。
npc_dota_hero_skywrath_mage,Skywrath Mage,<hc>天怒法师</hc>可以有效克制拥有逃生技能的英雄，因为<ac>上古封印</ac>具有沉默效果，并且降低魔法抗性。
npc_dota_hero_skywrath_mage,Skywrath Mage,<hc>天怒法师</hc>被<ic>黑皇杖</ic>完全克制，因为他所有技能在该物品提供的技能免疫状态下都没有效果。
npc_dota_hero_skywrath_mage,Skywrath Mage,<hc>天怒法师</hc>可以和拥有眩晕或缠绕技能的队友形成良好的配合，因为这样<hc>天怒法师</hc>的<ac>神秘之耀</ac>伤害可以达到最大化。
npc_dota_hero_abaddon,Abaddon,<hc>亚巴顿</hc>可以使用<ac>无光之盾</ac>驱散队友身上大多数负面效果，如眩晕、沉默或减速。
npc_dota_hero_abaddon,Abaddon,因为有<ac>无光之盾</ac>和<ac>迷雾缠绕</ac>，所以<hc>亚巴顿</hc>可以在队友被集火或控制时救下他们。
npc_dota_hero_abaddon,Abaddon,<hc>亚巴顿</hc>很难阵亡是因为<ac>回光返照</ac>。技能在英雄血量很低时自动触发，所受的所有伤害都会变成治疗效果。
npc_dota_hero_abaddon,Abaddon,<hc>亚巴顿</hc>在战场上令敌人头疼不已。他本身很难阵亡，而且他还可以治疗队友，并且驱散队友身上的负面效果。
npc_dota_hero_elder_titan,Elder Titan,<hc>上古巨神</hc>在配合队友打出连招，或拦截敌人攻击时具有奇效。
npc_dota_hero_elder_titan,Elder Titan,<hc>上古巨神</hc>拥有的<ac>自然秩序</ac>可以大幅降低敌人的基础护甲和魔法抗性。
npc_dota_hero_elder_titan,Elder Titan,<hc>上古巨神</hc>的技能施放起来颇具难度，不过成功的连招可以在团战中造成超高伤害。
npc_dota_hero_elder_titan,Elder Titan,<hc>上古巨神</hc>的<ac>星体游魂</ac>可以相对地独立移动，而且会与本体一同施放<ac>回音重踏</ac>。
npc_dota_hero_legion_commander,Legion Commander,<hc>军团指挥官</hc>最具名气的就是<ac>决斗</ac>技能，强制敌人与她战斗，获胜一方将永久获得攻击力加成。这个技能非常克制一些原本较难击杀的英雄。
npc_dota_hero_legion_commander,Legion Commander,<hc>军团指挥官</hc>一般先打钱买出<ic>闪烁匕首</ic>，这样就能轻松<ac>决斗</ac>正常距离外的英雄。
npc_dota_hero_legion_commander,Legion Commander,<hc>军团指挥官</hc>可以使用<ac>强攻</ac>驱散自己或队友身上大多数的负面效果，也可以在<ac>决斗</ac>前大幅提升自己的攻击速度。
npc_dota_hero_legion_commander,Legion Commander,<hc>军团指挥官</hc>由于她的<ac>压倒性优势</ac>技能，应对幻想系英雄时非常优秀。
npc_dota_hero_ember_spirit,Ember Spirit,<hc>灰烬之灵</hc>具有超高机动性，操作上限非常高。他的技能可以在缠绕、追击和终结后撤的敌人时抵挡或躲避伤害。
npc_dota_hero_ember_spirit,Ember Spirit,<hc>灰烬之灵</hc>使用<ac>无影拳</ac>就可以攻击距离较远的敌人，此时还能安全地施放<ac>炎阳索</ac>作为先手。
npc_dota_hero_ember_spirit,Ember Spirit,<hc>灰烬之灵</hc>的带线能力非常突出，因为他可以放一个<ac>残焰</ac>，再传送到另一条分路进行推线，然后返回至原来的<ac>残焰</ac>。
npc_dota_hero_ember_spirit,Ember Spirit,<hc>灰烬之灵</hc>惧怕沉默和眩晕类效果，因为在这些效果下将无法使用技能逃离战场。
npc_dota_hero_earth_spirit,Earth Spirit,<hc>大地之灵</hc>拥有范围型眩晕和沉默技能，凭此他在抓人和团战时都非常强大。
npc_dota_hero_earth_spirit,Earth Spirit,<hc>大地之灵</hc>可以使用<ac>巨石翻滚</ac>远距离向敌人发动先手。
npc_dota_hero_earth_spirit,Earth Spirit,<hc>大地之灵</hc>的<ac>磁化</ac>可以在团战中造成大量伤害，不过需要<ac>残岩</ac>刷新技能的持续时间。
npc_dota_hero_earth_spirit,Earth Spirit,<hc>大地之灵</hc>的<ac>残岩</ac>可以提升他其他技能的威力，但使用太频繁后就会用光使用次数。
npc_dota_hero_terrorblade,Terrorblade,<hc>恐怖利刃</hc>使用<ac>惑幻</ac>来制造幻象，帮他清兵和战斗。
npc_dota_hero_terrorblade,Terrorblade,<hc>恐怖利刃</hc>使用<ac>魔化</ac>后将获得高额攻击力和远程攻击能力，在团战和推进时如虎添翼。
npc_dota_hero_terrorblade,Terrorblade,<hc>恐怖利刃</hc>在残血时也不好对付，他可以对敌人使用<ac>魂断</ac>，将双方的血量互换，再从容地击杀敌人。
npc_dota_hero_terrorblade,Terrorblade,<hc>恐怖利刃</hc>惧怕的有眩晕类、沉默类和魔法伤害类技能。
npc_dota_hero_phoenix,Phoenix,<hc>凤凰</hc>的持续伤害非常高，不过每个技能施放时都会消耗一定生命值。
npc_dota_hero_phoenix,Phoenix,<hc>凤凰</hc>的机动性很高，擅长远距离造成伤害，不过惧怕沉默类技能。
npc_dota_hero_phoenix,Phoenix,<hc>凤凰</hc>的<ac>超新星</ac>可以改变团战的走向，如果敌人攻击凤凰蛋的次数不足，那凤凰将成功涅槃。
npc_dota_hero_phoenix,Phoenix,<hc>凤凰</hc>的<ac>超新星</ac>施放时要把握好位置。如果离敌人太远，就无法构成威胁。如果太近容易被集火，导致涅槃失败。
npc_dota_hero_oracle,Oracle,<hc>神谕者</hc>在队友被集火时使用<ac>虚妄之诺</ac>驱散队友身上的眩晕或控制效果，并且提升获得的治疗效果。
npc_dota_hero_oracle,Oracle,<hc>神谕者</hc>的<ac>涤罪之焰</ac>造成的魔法伤害偏高，不过后续有治疗效果。
npc_dota_hero_oracle,Oracle,<hc>神谕者</hc>在团战中站位靠后，方便在保护队友的同时自己不被敌人集火。
npc_dota_hero_oracle,Oracle,<hc>神谕者</hc>可以使用<ac>命运敕令</ac>技能阻止敌人发动攻击，或使队友免受魔法伤害。
npc_dota_hero_techies,Techies,<hc>工程师</hc>的感应地雷不会被真实视域发现，不过地雷附近有敌人靠近时将会显形。
npc_dota_hero_techies,Techies,<hc>工程师</hc>可以在树林中埋布<ac>感应地雷</ac>，给经过的敌人一个惊喜。
npc_dota_hero_techies,Techies,<hc>工程师</hc>的战斗力主要来自他埋下的各种地雷和炸弹，而他自身的攻击力和移动速度都非常低。
npc_dota_hero_techies,Techies,<hc>工程师</hc>可以将隐形的<ac>遥控炸弹</ac>埋成一堆，再等待没有疑心的英雄路过。
npc_dota_hero_winter_wyvern,Winter Wyvern,<hc>寒冬飞龙</hc>在关键时刻可以通过<ac>极寒之拥</ac>轻松救下被集火的队友。
npc_dota_hero_winter_wyvern,Winter Wyvern,<hc>寒冬飞龙</hc>无法直接对单个英雄造成大量伤害，不过使用<ac>寒冬诅咒</ac>可以轻松影响团战。
npc_dota_hero_winter_wyvern,Winter Wyvern,<hc>寒冬飞龙</hc>可以频繁施放冷却时间较短的<ac>碎裂冲击</ac>，从而阻止敌人的推进。
npc_dota_hero_winter_wyvern,Winter Wyvern,<hc>寒冬飞龙</hc>可以通过<ac>严寒烧灼</ac>飞越悬崖和树木，从而脱离险境。
npc_dota_hero_arc_warden,Arc Warden,<hc>天穹守望者</hc>的出装往往有翻倍收益，如<ic>迈达斯之手</ic>，因为<ac>风暴双雄</ac>也可以使用物品。
npc_dota_hero_arc_warden,Arc Warden,<hc>天穹守望者</hc>可以在安全的地方操控<ac>风暴双雄</ac>去推线，给敌人施压。
npc_dota_hero_arc_warden,Arc Warden,<hc>天穹守望者</hc>的技能在追击和减速时非常好用， 但是面对扎堆的敌人就无法发挥威力。
npc_dota_hero_arc_warden,Arc Warden,<hc>天穹守望者</hc>的技能<ac>磁场</ac>可以在紧要关头使用，赢下团战或救下建筑。
npc_dota_hero_abyssal_underlord,Underlord,<hc>孽主</hc>的<ac>火焰风暴</ac>可以快速消灭推塔的小兵。
npc_dota_hero_abyssal_underlord,Underlord,<hc>孽主</hc>积累金钱的速度很快，通常购买<ic>赤红甲</ic>或<ic>洞察烟斗</ic>等增强团战能力的物品。
npc_dota_hero_abyssal_underlord,Underlord,<hc>孽主</hc>可以很好地针对移速较慢的近战英雄，尤其是惧怕范围型控制和伤害技能的英雄。
npc_dota_hero_abyssal_underlord,Underlord,<hc>孽主</hc>的技能<ac>黑暗之门</ac>如果施放得当，可以帮助队友在团战或推进后安全撤离。
npc_dota_hero_monkey_king,Monkey King,与<hc>齐天大圣</hc>对拼太久非常危险，尤其是<ac>如意棒法</ac>触发以后。
npc_dota_hero_monkey_king,Monkey King,<hc>齐天大圣</hc>有很多花招可以帮助他逃离危险，或者隐藏在众目睽睽之下。
npc_dota_hero_monkey_king,Monkey King,<hc>齐天大圣</hc>最好是在地图中穿梭，寻找没人的分路来施加压力，或者把握抓人的机会。
npc_dota_hero_monkey_king,Monkey King,<hc>齐天大圣</hc>可以在树上跳跃，侦查敌人的动向，但遇到开树技能时很容易被针对。
npc_dota_hero_monkey_king,Monkey King,<hc>齐天大圣</hc>可以对<ac>猴子猴孙</ac>范围内的敌人造成毁灭性打击。
npc_dota_hero_dark_willow,Dark Willow,<hc>邪影芳灵</hc>是远程智力英雄，拥有强大的控制和爆发能力。
npc_dota_hero_dark_willow,Dark Willow,<hc>邪影芳灵</hc>的技能<ac>暗影之境</ac>可以使她无法成为目标，逃脱敌人的攻击。
npc_dota_hero_dark_willow,Dark Willow,<hc>邪影芳灵</hc>的<ac>诅咒王冠</ac>具有范围性眩晕效果，可以强迫站位密集的敌人分散开来。
npc_dota_hero_dark_willow,Dark Willow,<hc>邪影芳灵</hc>的<ac>恐吓</ac>技能可以扰乱敌人的站位，帮助己方寻找突破口。
npc_dota_hero_pangolier,Pangolier,<hc>石鳞剑士</hc>的进攻性非常强，并且擅长打架，在队伍中比较适合能快速积累装备优势的位置。
npc_dota_hero_pangolier,Pangolier,<hc>石鳞剑士</hc>的技能<ac>虚张声势</ac>配合<ac>一剑穿心</ac>可以造成不俗的伤害，并且将对手的护甲降低至0。
npc_dota_hero_pangolier,Pangolier,<hc>石鳞剑士</hc>使用终极技能<ac>地雷滚滚</ac>后将获得技能免疫状态，并且大幅限制敌人，但必须注意墙壁或悬崖。
npc_dota_hero_pangolier,Pangolier,<hc>石鳞剑士</hc>的<ac>甲盾冲击</ac>若能作用到多个英雄，那接下来他所受的伤害将大幅减少。
